review_id,rating,review_date
LV.5 수통이좋아,100,1일 전
LV.6 뉴비_cd12e02db9b2,100,1일 전
LV.3 Harugnal,100,4일 전
LV.5 kyminks,100,4일 전
LV.4 망고스틱맨,100,4일 전
LV.4 Wodbs527,100,4일 전
LV.6 난웁니잉,100,5일 전
LV.4 루키_2ffe94c57fbc,100,6일 전
LV.3 뉴비_5e99777f,100,7일 전
LV.3 뉴비_c33fecdcc294,100,7일 전
LV.6 두두맘85,100,8일 전
LV.6 슈퍼맨삽질,100,11일 전
LV.3 뉴비_70d2c50e2091,100,11일 전
LV.4 줍주비,100,12일 전
LV.2 뉴비_dbde6dc65715,100,13일 전
LV.6 0피터팬0,100,14일 전
LV.4 조포졸,100,15일 전
LV.6 맥켈란,100,19일 전
LV.3 뉴비_3e9d5bff66f3,80,19일 전
LV.5 요쟈,100,21일 전
LV.6 뿡뿡뱃살파워,100,21일 전
LV.6 비바스,100,22일 전
LV.6 푸루루푸루루,100,23일 전
LV.3 료망이,100,23일 전
LV.4 오호라띠용,60,24일 전
LV.5 두호김치,100,25일 전
LV.6 마로스카,100,25일 전
LV.7 G홍88,60,26일 전
LV.5 안뇽하세으,100,26일 전
LV.4 루키_c334f890cfa9,80,27일 전
LV.6 달빛머루,100,29일 전
